"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity","log_total_rooms","log_total_bedrooms","log_population","log_households","value_range","cluster"
-118.36,33.93,19,3103,918,2033,738,2.6961,212500,"<1H OCEAN",8.04012466444838,6.82219739062049,7.61726781362835,6.60394382460047,"[2.1,2.6)","area_0"
-118.37,33.93,10,199,41,61,56,2.8958,245800,"<1H OCEAN",5.29330482472449,3.71357206670431,4.11087386417331,4.02535169073515,"[2.1,2.6)","area_0"
-118.37,33.92,44,938,181,502,171,4.4722,218300,"<1H OCEAN",6.84374994900622,5.19849703126583,6.21860011969173,5.14166355650266,"[2.1,2.6)","area_0"
-118.37,33.92,36,1075,197,509,197,4.9688,238900,"<1H OCEAN",6.98007594056176,5.28320372873799,6.23244801655052,5.28320372873799,"[2.1,2.6)","area_0"
-118.37,33.92,40,928,187,521,185,5.5255,242700,"<1H OCEAN",6.8330317327862,5.23110861685459,6.25575004175337,5.22035582507832,"[2.1,2.6)","area_0"
-118.37,33.93,46,1130,201,503,196,4.4861,246300,"<1H OCEAN",7.02997291170639,5.30330490805908,6.22059017009974,5.27811465923052,"[2.1,2.6)","area_0"
-118.36,33.93,44,520,116,392,106,3.0132,202500,"<1H OCEAN",6.25382881157547,4.75359019110636,5.97126183979046,4.66343909411207,"[1.6,2.1)","area_0"
-118.36,33.91,41,2048,439,1191,429,3.8,222500,"<1H OCEAN",7.6246189861594,6.08449941307517,7.0825485693553,6.06145691892802,"[2.1,2.6)","area_0"
-118.36,33.91,42,1949,422,1184,423,4.3333,225600,"<1H OCEAN",7.57507169950756,6.04500531403601,7.07665381544395,6.04737217904628,"[2.1,2.6)","area_0"
-118.36,33.9,42,1935,388,1136,379,4.74,230000,"<1H OCEAN",7.56786260546388,5.96100533962327,7.0352685992811,5.93753620508243,"[2.1,2.6)","area_0"
-118.36,33.9,40,1271,276,725,234,5.0452,231900,"<1H OCEAN",7.14755927118945,5.62040086571715,6.58617165485467,5.4553211153577,"[2.1,2.6)","area_0"
-118.37,33.91,41,1869,427,1334,435,3.9355,227800,"<1H OCEAN",7.53315880745556,6.05678401322862,7.19593722647557,6.07534603108868,"[2.1,2.6)","area_0"
-118.37,33.91,35,1742,283,812,282,5.6704,303700,"<1H OCEAN",7.46278915741245,5.64544689764324,6.69950034016168,5.64190707093811,"[2.6,3.1)","area_0"
-118.37,33.9,32,332,103,177,102,3.3409,256300,"<1H OCEAN",5.80513496891649,4.63472898822964,5.17614973257383,4.62497281328427,"[2.6,3.1)","area_0"
-118.35,33.91,19,1949,559,1282,498,2.7813,231300,"<1H OCEAN",7.57507169950756,6.3261494731551,7.15617663748062,6.21060007702465,"[2.1,2.6)","area_0"
-118.35,33.91,28,2108,534,1485,536,4.0775,241400,"<1H OCEAN",7.65349490966125,6.2803958389602,7.3031700512368,6.2841341610708,"[2.1,2.6)","area_0"
-118.35,33.91,26,2159,523,1331,520,3.87,264500,"<1H OCEAN",7.67740043051481,6.25958146406492,7.19368581839511,6.25382881157547,"[2.6,3.1)","area_0"
-118.35,33.9,25,3309,902,2299,837,3.0417,237000,"<1H OCEAN",8.10440130792161,6.80461452006262,7.74022952476318,6.72982407048948,"[2.1,2.6)","area_0"
-118.35,33.91,32,1660,366,928,398,4.3187,269700,"<1H OCEAN",7.41457288135059,5.90263333340137,6.8330317327862,5.98645200528444,"[2.6,3.1)","area_0"
-118.35,33.91,34,2055,448,1134,408,3.825,235400,"<1H OCEAN",7.62803112693033,6.10479323241498,7.0335064842877,6.01126717440416,"[2.1,2.6)","area_0"
-118.36,33.91,36,2064,474,1366,421,4.1,243100,"<1H OCEAN",7.63240112660145,6.16120732169508,7.21964204013074,6.04263283368238,"[2.1,2.6)","area_0"
-118.35,33.9,32,1056,225,565,231,3.9485,230000,"<1H OCEAN",6.96224346426621,5.41610040220442,6.33682573114644,5.44241771052179,"[2.1,2.6)","area_0"
-118.36,33.9,39,1166,222,640,206,3.5313,230400,"<1H OCEAN",7.06133436691044,5.40267738187228,6.46146817635372,5.32787616878958,"[2.1,2.6)","area_0"
-118.33,33.92,23,969,288,670,251,3.267,185400,"<1H OCEAN",6.87626461189077,5.66296048013595,6.50727771238501,5.52545293913178,"[1.6,2.1)","area_0"
-118.33,33.91,39,1224,312,1106,333,3.3491,181800,"<1H OCEAN",7.10987946307227,5.74300318780948,7.00850518208228,5.80814248998044,"[1.6,2.1)","area_0"
-118.34,33.91,17,3724,1023,2536,971,3.2649,202100,"<1H OCEAN",8.22255363839696,6.93049476595163,7.83834331555712,6.87832646829133,"[1.6,2.1)","area_0"
-118.33,33.91,35,1092,302,962,297,3.5903,183300,"<1H OCEAN",6.99576615630485,5.71042701737487,6.86901445066571,5.6937321388027,"[1.6,2.1)","area_0"
-118.34,33.91,8,3937,1404,2691,1142,2.4741,185700,"<1H OCEAN",8.27817429094374,7.24708058458576,7.89766815072691,7.04053639021596,"[1.6,2.1)","area_0"
-118.34,33.92,6,1047,271,740,248,3.425,193800,"<1H OCEAN",6.95368421087054,5.6021188208797,6.60665018619822,5.51342874616498,"[1.6,2.1)","area_0"
-118.34,33.91,12,9975,3638,7429,3405,2.6689,192300,"<1H OCEAN",9.20783724175806,8.19918935907807,8.91314653915181,8.13300021858361,"[1.6,2.1)","area_0"
-118.31,33.91,36,961,173,625,179,4.2596,181100,"<1H OCEAN",6.86797440897029,5.15329159449778,6.4377516497364,5.18738580584075,"[1.6,2.1)","area_0"
-118.32,33.91,33,1729,396,1073,344,4.2083,180500,"<1H OCEAN",7.45529848568329,5.98141421125448,6.9782137426307,5.8406416573734,"[1.6,2.1)","area_0"
-118.32,33.91,35,940,197,640,215,4.2,181300,"<1H OCEAN",6.84587987526405,5.28320372873799,6.46146817635372,5.37063802812766,"[1.6,2.1)","area_0"
-118.32,33.91,34,3041,677,1920,640,4.5304,181300,"<1H OCEAN",8.01994168767737,6.51767127291227,7.56008046502183,6.46146817635372,"[1.6,2.1)","area_0"
-118.32,33.91,34,1068,198,757,231,5.7528,180500,"<1H OCEAN",6.97354301952014,5.28826703069454,6.62936325343745,5.44241771052179,"[1.6,2.1)","area_0"
-118.31,33.92,35,1307,246,672,219,4.8456,146400,"<1H OCEAN",7.17548971362422,5.50533153593236,6.51025834052315,5.3890717298165,"[1.1,1.6)","area_0"
-118.31,33.93,35,1580,266,926,282,5.0653,158000,"<1H OCEAN",7.36518012602101,5.5834963087817,6.83087423464618,5.64190707093811,"[1.6,2.1)","area_0"
-118.32,33.93,34,1536,273,804,287,4.9615,157800,"<1H OCEAN",7.33693691370762,5.60947179518496,6.68959926917897,5.65948221575962,"[1.6,2.1)","area_0"
-118.32,33.92,35,1281,219,710,184,4.8304,152800,"<1H OCEAN",7.15539630189673,5.3890717298165,6.56526497003536,5.21493575760899,"[1.1,1.6)","area_0"
-118.3,33.92,34,2053,382,1258,380,3.0139,154700,"<1H OCEAN",7.62705741701893,5.94542060860658,7.13727843726039,5.94017125272043,"[1.1,1.6)","area_0"
-118.3,33.93,29,2228,396,1140,352,3.7969,169400,"<1H OCEAN",7.70885960104718,5.98141421125448,7.03878354138854,5.8636311755981,"[1.6,2.1)","area_0"
-118.3,33.91,30,1842,476,1491,420,3.0147,155100,"<1H OCEAN",7.51860721681525,6.16541785423142,7.30720231476474,6.04025471127741,"[1.6,2.1)","area_0"
-118.3,33.91,34,1617,493,1530,500,2.6182,172600,"<1H OCEAN",7.38832785957711,6.20050917404269,7.33302301438648,6.21460809842219,"[1.6,2.1)","area_0"
-118.31,33.9,28,1576,400,891,378,2.6312,171300,"<1H OCEAN",7.36264527041782,5.99146454710798,6.79234442747081,5.93489419561959,"[1.6,2.1)","area_0"
-118.29,33.91,28,1501,446,1028,418,2.3043,177500,"<1H OCEAN",7.31388683163346,6.10031895202006,6.93537044601511,6.03548143252476,"[1.6,2.1)","area_0"
-118.29,33.9,27,1013,394,1067,400,1.7714,159400,"<1H OCEAN",6.92067150424868,5.97635090929793,6.97260625130175,5.99146454710798,"[1.6,2.1)","area_0"
-118.3,33.9,29,2617,668,1868,647,3.6,208800,"<1H OCEAN",7.86978390253015,6.50428817353665,7.53262361878879,6.4723462945009,"[2.1,2.6)","area_0"
-118.3,33.9,27,3267,762,2099,647,3.4,224100,"<1H OCEAN",8.09162741160107,6.63594655568665,7.64921631982063,6.4723462945009,"[2.1,2.6)","area_0"
-118.3,33.9,13,2455,661,1975,618,2.9559,173600,"<1H OCEAN",7.80588204022862,6.49375383985169,7.58832367733522,6.42648845745769,"[1.6,2.1)","area_0"
-118.3,33.9,19,2421,689,1726,660,3.287,181400,"<1H OCEAN",7.79193595693806,6.53524127101366,7.45356187164337,6.49223983502047,"[1.6,2.1)","area_0"
-118.3,33.89,30,2756,858,1806,787,3.0329,207800,"<1H OCEAN",7.92153563213355,6.75460409948796,7.49886973397693,6.6682282484174,"[2.1,2.6)","area_0"
-118.3,33.89,37,2132,565,1369,565,3.285,218100,"<1H OCEAN",7.66481578528574,6.33682573114644,7.22183582528845,6.33682573114644,"[2.1,2.6)","area_0"
-118.31,33.9,38,1400,399,1131,405,3.5417,198400,"<1H OCEAN",7.24422751560335,5.98896141688986,7.03085747611612,6.00388706710654,"[1.6,2.1)","area_0"
-118.29,33.89,33,2138,567,1072,528,2.7428,208900,"<1H OCEAN",7.66762609158499,6.34035930372775,6.97728134163075,6.26909628370626,"[2.1,2.6)","area_0"
-118.29,33.89,32,2355,583,1605,571,4.2171,218200,"<1H OCEAN",7.76429600645052,6.36818718635049,7.38087903556412,6.34738920965601,"[2.1,2.6)","area_0"
-118.29,33.88,36,1751,438,1175,419,3.0739,218600,"<1H OCEAN",7.46794233228585,6.08221891037645,7.06902342657826,6.03787091992214,"[2.1,2.6)","area_0"
-118.3,33.87,31,1398,261,823,263,5.0641,234900,"<1H OCEAN",7.24279792279376,5.56452040732269,6.71295620067707,5.57215403217776,"[2.1,2.6)","area_0"
-118.3,33.88,26,1221,312,807,330,4.0536,253600,"<1H OCEAN",7.1074254741107,5.74300318780948,6.69332366826995,5.79909265446053,"[2.1,2.6)","area_0"
-118.3,33.88,29,850,229,563,204,3.7375,247700,"<1H OCEAN",6.74523634948436,5.43372200355424,6.33327962813969,5.31811999384422,"[2.1,2.6)","area_0"
-118.3,33.88,30,1348,333,885,322,3.2574,195300,"<1H OCEAN",7.20637729147225,5.80814248998044,6.78558764500793,5.77455154554441,"[1.6,2.1)","area_0"
-118.3,33.88,35,3227,749,1881,696,2.8445,242100,"<1H OCEAN",8.07930819205196,6.61873898351722,7.53955882930103,6.54534966033442,"[2.1,2.6)","area_0"
-118.31,33.88,35,1939,412,1036,400,3.5556,238000,"<1H OCEAN",7.56992765524265,6.02102334934953,6.94312242281943,5.99146454710798,"[2.1,2.6)","area_0"
-118.31,33.9,30,2407,581,1724,531,3.4792,194700,"<1H OCEAN",7.78613643778307,6.36475075685191,7.45240245122364,6.27476202124194,"[1.6,2.1)","area_0"
-118.31,33.89,35,2144,423,1192,417,4.1458,231500,"<1H OCEAN",7.67042852219069,6.04737217904628,7.0833878476253,6.0330862217988,"[2.1,2.6)","area_0"
-118.32,33.9,36,1520,300,831,291,4.0473,212100,"<1H OCEAN",7.32646561384032,5.7037824746562,6.72262979485545,5.67332326717149,"[2.1,2.6)","area_0"
-118.32,33.9,36,1741,412,1245,423,4.1344,210300,"<1H OCEAN",7.46221493976819,6.02102334934953,7.12689080889881,6.04737217904628,"[2.1,2.6)","area_0"
-118.32,33.9,37,1664,401,1316,409,3.0526,216400,"<1H OCEAN",7.41697962138115,5.99396142730657,7.18235211188526,6.0137151560428,"[2.1,2.6)","area_0"
-118.32,33.89,45,1928,453,1323,458,4.2813,210100,"<1H OCEAN",7.56423847517049,6.11589212548303,7.18765716411496,6.12686918411419,"[2.1,2.6)","area_0"
-118.32,33.89,34,2675,560,1270,492,4.5053,242000,"<1H OCEAN",7.89170465933011,6.32793678372919,7.14677217945264,6.19847871649231,"[2.1,2.6)","area_0"
-118.34,33.9,23,2395,498,1309,493,4.9779,224600,"<1H OCEAN",7.78113850984502,6.21060007702465,7.1770187659099,6.20050917404269,"[2.1,2.6)","area_0"
-118.34,33.9,37,542,105,355,118,5.5133,227300,"<1H OCEAN",6.29526600143965,4.65396035015752,5.87211778947542,4.77068462446567,"[2.1,2.6)","area_0"
-118.33,33.89,39,1880,361,982,357,4.1953,226900,"<1H OCEAN",7.539027055824,5.88887795833288,6.88959130835447,5.87773578177964,"[2.1,2.6)","area_0"
-118.33,33.89,42,1816,338,897,306,5.1874,230800,"<1H OCEAN",7.50439155916124,5.82304589548302,6.7990558620588,5.72358510195238,"[2.1,2.6)","area_0"
-118.34,33.89,36,2274,411,1232,423,5.373,244500,"<1H OCEAN",7.72929567431048,6.01859321449623,7.11639414409346,6.04737217904628,"[2.1,2.6)","area_0"
-118.35,33.9,13,2887,853,2197,800,2.8777,207900,"<1H OCEAN",7.96797317966293,6.74875954749168,7.69484807238461,6.68461172766793,"[2.1,2.6)","area_0"
-118.35,33.9,31,981,222,734,239,4.875,232400,"<1H OCEAN",6.88857245956536,5.40267738187228,6.59850902861452,5.47646355193151,"[2.1,2.6)","area_0"
-118.35,33.89,29,2940,708,2175,684,3.6486,229000,"<1H OCEAN",7.98616486033273,6.56244409369372,7.68478394352278,6.52795791762255,"[2.1,2.6)","area_0"
-118.35,33.89,34,1740,387,1249,375,4.1552,233900,"<1H OCEAN",7.46164039220858,5.95842469302978,7.13009851012558,5.92692602597041,"[2.1,2.6)","area_0"
-118.36,33.9,41,1355,349,655,329,2.9551,205000,"<1H OCEAN",7.2115567333138,5.85507192220243,6.48463523563525,5.79605775076537,"[1.6,2.1)","area_0"
-118.35,33.89,30,1143,299,776,273,4.2829,240000,"<1H OCEAN",7.04141166379481,5.70044357339069,6.65415252018322,5.60947179518496,"[2.1,2.6)","area_0"
-118.36,33.89,34,760,174,723,198,5.3169,227600,"<1H OCEAN",6.63331843328038,5.15905529921453,6.58340922215876,5.28826703069454,"[2.1,2.6)","area_0"
-118.36,33.89,27,2837,684,2141,648,3.1325,215000,"<1H OCEAN",7.95050243480885,6.52795791762255,7.66902828858968,6.47389069635227,"[2.1,2.6)","area_0"
-118.36,33.88,33,2408,534,1644,523,4.2454,236800,"<1H OCEAN",7.78655180642871,6.2803958389602,7.40488757561612,6.25958146406492,"[2.1,2.6)","area_0"
-118.36,33.88,28,1313,319,827,308,2.65,260800,"<1H OCEAN",7.1800698743028,5.76519110278484,6.71780469502369,5.73009978297357,"[2.6,3.1)","area_0"
-118.36,33.88,25,2845,710,1611,628,3.2049,267400,"<1H OCEAN",7.95331834656043,6.56526497003536,7.38461038317697,6.4425401664682,"[2.6,3.1)","area_0"
-118.36,33.88,22,1388,336,930,287,2.7981,275000,"<1H OCEAN",7.23561914106675,5.8171111599632,6.8351845861473,5.65948221575962,"[2.6,3.1)","area_0"
-118.36,33.88,26,1375,286,829,278,3.9844,230700,"<1H OCEAN",7.22620901010067,5.65599181081985,6.7202201551353,5.62762111369064,"[2.1,2.6)","area_0"
-118.35,33.88,36,1583,411,1097,350,4.0737,238200,"<1H OCEAN",7.36707705988101,6.01859321449623,7.00033446027523,5.85793315448346,"[2.1,2.6)","area_0"
-118.35,33.88,36,1567,362,1054,386,3.2594,233900,"<1H OCEAN",7.35691824235602,5.89164421182577,6.96034772910131,5.95583736946483,"[2.1,2.6)","area_0"
-118.35,33.88,25,1459,362,1150,354,3.35,237500,"<1H OCEAN",7.28550654852279,5.89164421182577,7.0475172213573,5.86929691313377,"[2.1,2.6)","area_0"
-118.3,33.74,28,1065,215,887,217,3.9375,270500,"NEAR OCEAN",6.97073007814353,5.37063802812766,6.78784498230958,5.37989735354046,"[2.6,3.1)","area_0"
-118.4,33.92,25,1453,271,695,283,5.9499,345800,"<1H OCEAN",7.28138566357028,5.6021188208797,6.54391184556479,5.64544689764324,"[3.1,3.6)","area_0"
-118.4,33.92,32,2828,629,1313,534,4.5987,363800,"<1H OCEAN",7.94732502701646,6.44413125670044,7.1800698743028,6.2803958389602,"[3.6,4.1)","area_0"
-118.4,33.93,35,2217,447,1000,450,4.7319,376100,"<1H OCEAN",7.70391020961631,6.10255859461357,6.90775527898214,6.10924758276437,"[3.6,4.1)","area_0"
-118.41,33.92,32,2590,607,1132,555,4.2333,358000,"<1H OCEAN",7.85941315469358,6.4085287910595,7.03174125876313,6.31896811374643,"[3.6,4.1)","area_0"
-118.41,33.92,22,2340,584,1141,554,4.5729,337500,"<1H OCEAN",7.75790620835175,6.36990098282823,7.03966034986208,6.31716468674728,"[3.1,3.6)","area_0"
-118.42,33.92,41,1621,279,756,277,5.0594,346000,"<1H OCEAN",7.39079852173568,5.63121178182137,6.62804137617953,5.62401750618734,"[3.1,3.6)","area_0"
-118.42,33.93,39,2988,605,1466,610,4.9286,341400,"<1H OCEAN",8.00235954625271,6.40522845803084,7.2902928824466,6.41345895716736,"[3.1,3.6)","area_0"
-118.41,33.9,39,2311,404,1044,380,8.468,472100,"<1H OCEAN",7.74543561027438,6.00141487796115,6.95081476844258,5.94017125272043,"[4.6,5.1]","area_0"
-118.4,33.9,38,2868,466,1098,438,7.9059,477100,"<1H OCEAN",7.96137020171951,6.14418563412565,7.00124562206948,6.08221891037645,"[4.6,5.1]","area_0"
-118.38,33.89,35,1778,330,732,312,6.5745,379300,"<1H OCEAN",7.48324441607385,5.79909265446053,6.59578051396131,5.74300318780948,"[3.6,4.1)","area_0"
-118.39,33.89,30,2532,464,1056,419,6.3434,460400,"<1H OCEAN",7.83676478326407,6.13988455222626,6.96224346426621,6.03787091992214,"[4.6,5.1]","area_0"
-118.39,33.89,38,1851,332,750,314,7.3356,422700,"<1H OCEAN",7.5234813125735,5.80513496891649,6.62007320653036,5.74939298590825,"[4.1,4.6)","area_0"
-118.39,33.89,40,826,143,389,147,7.1845,438100,"<1H OCEAN",6.71659477352098,4.96284463025991,5.96357934361845,4.99043258677874,"[4.1,4.6)","area_0"
-118.36,33.89,40,756,122,371,130,5.0299,329200,"<1H OCEAN",6.62804137617953,4.80402104473326,5.91620206260743,4.86753445045558,"[3.1,3.6)","area_0"
-118.36,33.88,44,1362,237,709,247,4.4271,336200,"<1H OCEAN",7.21670948670946,5.46806014113513,6.56385552653213,5.50938833662798,"[3.1,3.6)","area_0"
-118.37,33.88,44,1325,245,669,253,4.4211,324000,"<1H OCEAN",7.18916773842032,5.50125821054473,6.50578406012823,5.53338948872752,"[3.1,3.6)","area_0"
-118.38,33.88,33,1313,244,561,217,5.2999,359400,"<1H OCEAN",7.1800698743028,5.4971682252932,6.3297209055227,5.37989735354046,"[3.6,4.1)","area_0"
-118.37,33.88,20,2439,474,1219,497,5.9619,335900,"<1H OCEAN",7.79934339821592,6.16120732169508,7.10578612948127,6.20859002609663,"[3.1,3.6)","area_0"
-118.36,33.88,31,2518,543,1107,508,4.7404,295800,"<1H OCEAN",7.83122021460429,6.29710931993394,7.00940893270864,6.23048144757848,"[2.6,3.1)","area_0"
-118.36,33.87,19,2512,575,1275,544,4.9375,293000,"<1H OCEAN",7.82883452758809,6.35437004079735,7.15070145759253,6.29894924685594,"[2.6,3.1)","area_0"
-118.38,33.87,27,2287,491,1101,466,4.675,316900,"<1H OCEAN",7.73499619402278,6.19644412779452,7.00397413672268,6.14418563412565,"[3.1,3.6)","area_0"
-118.38,33.88,27,3039,606,1421,564,5.5771,345500,"<1H OCEAN",8.01928379291679,6.40687998606931,7.2591161280971,6.33505425149806,"[3.1,3.6)","area_0"
-118.37,33.88,26,2620,530,1282,525,4.4828,340700,"<1H OCEAN",7.87092959675514,6.27287700654617,7.15617663748062,6.26339826259162,"[3.1,3.6)","area_0"
-118.36,33.87,17,1082,291,598,281,3.9868,281900,"<1H OCEAN",6.98656645940643,5.67332326717149,6.39359075395063,5.63835466933375,"[2.6,3.1)","area_0"
-118.37,33.87,18,2516,485,1128,433,5.0114,338600,"<1H OCEAN",7.83042561782033,6.18414889093748,7.028201432058,6.07073772800249,"[3.1,3.6)","area_0"
-118.37,33.87,13,2907,726,1573,694,3.5048,294000,"<1H OCEAN",7.97487690055888,6.5875500148248,7.36073990305828,6.5424719605068,"[2.6,3.1)","area_0"
-118.36,33.86,35,2126,434,1044,433,5.5456,297400,"<1H OCEAN",7.66199755890189,6.07304453410041,6.95081476844258,6.07073772800249,"[2.6,3.1)","area_0"
-118.37,33.87,23,1829,331,891,356,6.5755,359900,"<1H OCEAN",7.51152464839087,5.80211837537706,6.79234442747081,5.87493073085203,"[3.6,4.1)","area_0"
-118.38,33.87,21,4151,1018,2054,925,4.9821,292900,"<1H OCEAN",8.33110454805304,6.92559519711047,7.6275443904885,6.82979373751242,"[2.6,3.1)","area_0"
-118.38,33.87,17,2791,579,1467,583,5.7415,321900,"<1H OCEAN",7.93415523353632,6.361302477573,7.29097477814298,6.36818718635049,"[3.1,3.6)","area_0"
-118.38,33.87,23,2387,418,1008,415,5.8518,337900,"<1H OCEAN",7.77779262633883,6.03548143252476,6.91572344863131,6.0282785202307,"[3.1,3.6)","area_0"
-118.38,33.86,12,4235,735,1798,683,6.4242,365500,"<1H OCEAN",8.35113860708615,6.59987049921284,7.49443021503157,6.52649485957079,"[3.6,4.1)","area_0"
-118.38,33.86,29,2787,475,1182,444,6.7613,352700,"<1H OCEAN",7.93272102748195,6.16331480403464,7.07496319796604,6.09582456243222,"[3.1,3.6)","area_0"
-118.38,33.86,24,3124,560,1312,542,6.3021,333800,"<1H OCEAN",8.04686951095958,6.32793678372919,7.17930796950403,6.29526600143965,"[3.1,3.6)","area_0"
-118.38,33.86,15,1778,311,908,330,7.674,329300,"<1H OCEAN",7.48324441607385,5.73979291217923,6.81124437860129,5.79909265446053,"[3.1,3.6)","area_0"
-118.38,33.87,33,1993,371,918,361,6.9021,337600,"<1H OCEAN",7.59739632021279,5.91620206260743,6.82219739062049,5.88887795833288,"[3.1,3.6)","area_0"
-118.38,33.88,39,1489,282,743,270,4.8611,456100,"<1H OCEAN",7.30586003268401,5.64190707093811,6.61069604471776,5.59842195899838,"[4.6,5.1]","area_0"
-118.38,33.88,34,1830,315,822,307,5.0602,453700,"<1H OCEAN",7.51207124583547,5.75257263882563,6.71174039505618,5.7268477475872,"[4.1,4.6)","area_0"
-118.39,33.88,33,2496,387,1098,404,7.6685,474300,"<1H OCEAN",7.82244472948932,5.95842469302978,7.00124562206948,6.00141487796115,"[4.6,5.1]","area_0"
-118.39,33.88,34,1973,367,843,345,6.077,472700,"<1H OCEAN",7.58731050602262,5.90536184805457,6.73696695800186,5.84354441703136,"[4.6,5.1]","area_0"
-118.39,33.88,33,2543,439,1098,416,5.9683,495500,"<1H OCEAN",7.84109976542212,6.08449941307517,7.00124562206948,6.03068526026126,"[4.6,5.1]","area_0"
-118.38,33.88,36,2501,443,1031,422,4.75,442100,"<1H OCEAN",7.82444593087762,6.09356977004514,6.93828448401696,6.04500531403601,"[4.1,4.6)","area_0"
-118.4,33.87,26,6712,1441,2803,1394,5.2276,434500,"<1H OCEAN",8.81165224814704,7.27309259599952,7.93844555116479,7.23993259132047,"[4.1,4.6)","area_0"
-118.4,33.87,40,1679,372,719,385,6.435,479500,"<1H OCEAN",7.42595365707754,5.91889385427315,6.57786135772105,5.95324333428778,"[4.6,5.1]","area_0"
-118.4,33.87,34,3145,786,1352,727,5.0976,469800,"<1H OCEAN",8.05356916913454,6.66695679242921,7.20934025660291,6.58892647753352,"[4.6,5.1]","area_0"
-118.39,33.86,34,2361,442,915,437,5.687,392400,"<1H OCEAN",7.76684053708551,6.0913098820777,6.81892406527552,6.07993319509559,"[3.6,4.1)","area_0"
-118.39,33.86,24,2386,582,1152,568,4.8971,400700,"<1H OCEAN",7.77737360265786,6.36647044773144,7.04925484125584,6.34212141872115,"[3.6,4.1)","area_0"
-118.4,33.85,29,2085,533,919,489,5.6017,430000,"<1H OCEAN",7.6425241342329,6.27852142416584,6.82328612235569,6.19236248947487,"[4.1,4.6)","area_0"
-118.42,33.85,43,1584,477,799,433,5.0322,435000,"NEAR OCEAN",7.36770857237437,6.16751649088834,6.68336094576627,6.07073772800249,"[4.1,4.6)","area_0"
-118.38,33.85,31,3533,729,1647,679,5.5843,384600,"<1H OCEAN",8.16990264735914,6.59167373200866,7.40671073017764,6.5206211275587,"[3.6,4.1)","area_0"
-118.39,33.85,24,4373,871,1830,824,5.7128,366200,"<1H OCEAN",8.38320455141292,6.7696419768525,7.51207124583547,6.71417052990947,"[3.6,4.1)","area_0"
-118.41,33.85,16,6123,1989,2853,1789,4.425,336400,"NEAR OCEAN",8.71980745147795,7.59538727885397,7.9561263512135,7.48941208350872,"[3.1,3.6)","area_0"
-118.38,33.83,20,2270,498,1070,521,4.4615,384800,"<1H OCEAN",7.72753511047545,6.21060007702465,6.97541392745595,6.25575004175337,"[3.6,4.1)","area_0"
-118.39,33.84,16,2472,572,965,529,5.137,348600,"<1H OCEAN",7.81278281857758,6.3491389913798,6.87212810133899,6.2709884318583,"[3.1,3.6)","area_0"
-118.43,33.83,19,6206,1611,2455,1472,5.145,420200,"NEAR OCEAN",8.73327184500832,7.38461038317697,7.80588204022862,7.29437729928882,"[4.1,4.6)","area_0"
-118.37,33.82,32,2815,607,1338,609,4.5687,381200,"<1H OCEAN",7.94271754057379,6.4085287910595,7.19893124068817,6.4118182677099,"[3.6,4.1)","area_0"
-118.38,33.82,35,3053,623,1311,589,5.1589,439200,"NEAR OCEAN",8.02387999273488,6.43454651878745,7.1785454837637,6.37842618365159,"[4.1,4.6)","area_0"
-118.38,33.82,38,1318,237,547,225,6.0308,416700,"NEAR OCEAN",7.18387071506245,5.46806014113513,6.30444880242198,5.41610040220442,"[4.1,4.6)","area_0"
-118.31,33.88,33,2147,505,1371,498,2.4219,260700,"<1H OCEAN",7.67182679787878,6.22455842927536,7.22329567956231,6.21060007702465,"[2.6,3.1)","area_0"
-118.32,33.88,34,1803,341,947,333,5.5538,280300,"<1H OCEAN",7.49720722320332,5.83188247728352,6.85329909318608,5.80814248998044,"[2.6,3.1)","area_0"
-118.32,33.88,37,1402,254,722,251,6.4781,269000,"<1H OCEAN",7.24565506759454,5.53733426701854,6.58202513889283,5.52545293913178,"[2.6,3.1)","area_0"
-118.33,33.88,30,1856,444,899,435,3.1505,270000,"<1H OCEAN",7.52617891334615,6.09582456243222,6.80128303447162,6.07534603108868,"[2.6,3.1)","area_0"
-118.33,33.87,44,724,133,373,133,3.9167,265600,"<1H OCEAN",6.58479139238572,4.89034912822175,5.92157841964382,4.89034912822175,"[2.6,3.1)","area_0"
-118.34,33.88,31,3122,727,1885,715,3.8657,298400,"<1H OCEAN",8.04622910107538,6.58892647753352,7.54168309988211,6.57228254269401,"[2.6,3.1)","area_0"
-118.32,33.86,32,3485,678,1715,649,4.6563,291700,"<1H OCEAN",8.15622332319462,6.5191472879404,7.44716835960004,6.47543271670409,"[2.6,3.1)","area_0"
-118.32,33.87,35,2380,404,1212,422,5.6254,283800,"<1H OCEAN",7.77485576666552,6.00141487796115,7.10002716662926,6.04500531403601,"[2.6,3.1)","area_0"
-118.34,33.87,34,1069,217,601,212,4.6406,255900,"<1H OCEAN",6.97447891102505,5.37989735354046,6.39859493453521,5.35658627467201,"[2.6,3.1)","area_0"
-118.33,33.87,36,2219,406,1219,403,4.2614,267100,"<1H OCEAN",7.70481192293259,6.00635315960173,7.10578612948127,5.99893656194668,"[2.6,3.1)","area_0"
-118.32,33.86,34,495,90,269,93,6.4391,252300,"<1H OCEAN",6.20455776256869,4.49980967033027,5.59471137960184,4.53259949315326,"[2.1,2.6)","area_0"
-118.33,33.86,38,914,176,519,174,6.0335,255400,"<1H OCEAN",6.81783057145415,5.17048399503815,6.25190388316589,5.15905529921453,"[2.6,3.1)","area_0"
